Price,Close,High,Low,Open,Volume,Ticker,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,Signal_Line,MA20,20DaySTD,Upper_Band,Lower_Band,Momentum
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2020-06-01,78.2151107788086,78.33661941527829,77.0875070725464,77.2187384764973,80791200,AAPL,,,78.2151107788086,78.2151107788086,,0.0,0.0,,,,,
2020-06-02,78.57720947265625,78.60151268485856,77.50550233633703,77.94779558300193,87642800,AAPL,,,78.33581034342448,78.28094690496272,,0.02888536589097157,0.005777073178194314,,,,,
2020-06-03,79.00978088378906,79.27224371259338,78.32447033961016,78.89799500589793,104491200,AAPL,,,78.56046719021268,78.41346217384023,,0.08569429372053605,0.021760517286662662,,,,,
2020-06-04,78.32933807373047,79.13129219882647,77.95508935441258,78.83238566565588,87560400,AAPL,,,78.48342415138528,78.39816688291118,,0.07494580168807374,0.03239757416694488,,,,,
2020-06-05,80.56022644042969,80.62098075901221,78.55047625158724,78.57963713789907,137250400,AAPL,78.9383331298828,,79.17569158106676,78.79126862064182,,0.24363314001257663,0.07464468733607124,,,,,
2020-06-08,81.03654479980469,81.07057078079636,79.54442247076808,80.25646136244434,95654400,AAPL,79.50261993408203,,79.79597598731274,79.19950065321687,,0.4110160446897453,0.14191895880680605,,,,,2.8214340209960938
2020-06-09,83.59550476074219,83.98919153470604,80.68416273702039,80.71575616737768,147712400,AAPL,80.50627899169922,,81.06248557845589,79.99877412731239,,0.7416061116803689,0.2618563893815186,,,,,5.0182952880859375
2020-06-10,85.74620819091797,86.21522971767824,84.1058417038533,84.54570234634012,166651600,AAPL,81.853564453125,,82.62372644927659,81.04376213887704,,1.1637301573231724,0.4422311429698494,,,,,6.736427307128906
2020-06-11,81.62950134277344,85.31364412865861,81.52743824020874,84.88836389660872,201662400,AAPL,82.51359710693359,,82.29231808044221,81.15026017594911,,1.1527939754839451,0.5843437094726686,,,,,3.3001632690429688
2020-06-12,82.3342514038086,84.52140692132026,81.22123552584637,83.77291696294331,200146000,AAPL,82.86840209960937,80.90336761474609,82.30629585489768,81.3655313082872,,1.1873078666556154,0.704936540909258,,,,,1.7740249633789062
2020-06-15,83.35247802734375,84.00619497470306,80.82266775236279,80.98549256096754,138808800,AAPL,83.33158874511719,81.4171043395996,82.65502324571304,81.72679434811566,,1.2820441460418692,0.8203580619357802,,,,,2.3159332275390625
2020-06-16,85.5615234375,85.83370902956554,83.77291975886371,85.41085390565064,165428800,AAPL,83.72479248046875,82.11553573608398,83.62385664297537,82.4240178189128,,1.5178776837382344,0.9598619862962712,,,,,1.9660186767578125
2020-06-17,85.44244384765625,86.36833908315948,85.32093520870518,86.30758476368395,114406400,AAPL,83.6640396118164,82.7588020324707,84.230052377869,82.97282255141161,,1.6758505715328909,1.1030597033435952,,,,,-0.30376434326171875
2020-06-18,85.47649383544922,85.8944839675,84.86651792336617,85.39872650476515,96820400,AAPL,84.43343811035156,83.47351760864258,84.64553286372907,83.42803551214571,71.23976354947658,1.783236729697009,1.2390951086142779,,,,,3.8469924926757812
2020-06-19,84.98800659179688,86.65024395832843,83.8774158013372,86.18365491665244,264476000,AAPL,84.96418914794921,83.91629562377929,84.75969077308501,83.71166661753682,69.26051972262303,1.8080817546374135,1.3528924378189051,,,,,2.6537551879882812
2020-06-22,87.21160888671875,87.35498818998958,85.33551521428704,85.38168909015546,135445200,AAPL,85.73601531982422,84.5338020324707,85.57699681096292,84.34801975738807,72.20344023631966,1.9843236893891856,1.4791786881329614,,,,,3.859130859375
2020-06-23,89.07311248779297,90.49476488581807,88.03785662792788,88.4582791409651,212155600,AAPL,86.4383331298828,85.08156280517578,86.7423687032396,85.2071275265526,74.10636971396353,2.248287615683381,1.6330004736430452,,,,,3.5115890502929688
2020-06-24,87.50082397460938,89.6223680500153,87.12657518962271,88.70133024298285,192623200,AAPL,86.85000915527344,85.25702438354492,86.99518712702954,85.6241632443811,71.06972230713609,2.3040507236578094,1.767210523645998,,,,,2.058380126953125
2020-06-25,88.66241455078125,88.70129820159251,86.89568177427711,87.65632697012038,137522400,AAPL,87.48719329833985,85.9603157043457,87.55092960161345,86.17657257281748,69.5749354072413,2.414145276168213,1.8965974741504412,,,,,3.1859207153320312
2020-06-26,85.93821716308594,88.77909026371405,85.78997273950398,88.55794360971485,205256800,AAPL,87.67723541259765,86.32071228027344,87.01335878877094,86.13323522559357,60.68219379054498,2.25557517354774,1.968393014029901,83.61203994750977,3.4870959535354378,90.58623185458065,76.6378480404389,0.9502105712890625
2020-06-29,87.9188003540039,88.01358066282918,85.36711865011787,85.84586303787991,130646000,AAPL,87.81867370605468,86.77734451293945,87.3151726438486,86.45788343075907,59.66539548463392,2.2636300180801783,2.0274404148399565,84.09722442626953,3.3697585949182383,90.83674161610601,77.35770723643306,0.7071914672851562
2020-06-30,88.65270233154297,88.93946836335702,87.48622233361435,87.50566045318362,140223200,AAPL,87.73459167480469,87.08646240234376,87.76101587308005,86.85694141271978,56.93739806400848,2.302689327325737,2.082490197337113,84.60099906921387,3.252175165318127,91.10534939985013,78.09664873857761,-0.42041015625
2020-07-01,88.48501586914062,89.2748220077914,88.43641686423359,88.7304656885215,110737200,AAPL,87.93143005371094,87.39071960449219,88.00234920510024,87.15295495025083,70.16447255639568,2.2936731785677864,2.124726793583248,85.07476081848145,3.0804227718732853,91.23560636222803,78.91391527473488,0.98419189453125
2020-07-02,88.48501586914062,90.03060958463712,88.37080487027472,89.39390551485566,114041600,AAPL,87.89595031738281,87.69157180786132,88.1632380931137,87.39514784459442,68.87404194435764,2.260470518674026,2.151875538601404,85.58254470825196,2.7267032971874725,91.0359513026269,80.12913811387702,-0.177398681640625
2020-07-06,90.85200500488281,91.32102654126581,89.88479363094679,89.91638706165726,118655600,AAPL,88.87870788574219,88.27797164916993,89.05949373037008,88.02366732828321,71.2535416098415,2.3975163370652126,2.2010036982941656,86.09713363647461,2.7000078194862245,91.49714927544706,80.69711799750216,4.913787841796875
2020-07-07,90.57011413574219,92.01120488127154,90.45832825923631,91.23112145924068,112424400,AAPL,89.40897064208984,88.61382217407227,89.56303386549412,88.48665765691212,65.93483786067189,2.4550792726018784,2.251818813155708,86.57381210327148,2.5992342013844993,91.77228050604047,81.37534370050248,2.6513137817382812
2020-07-08,92.67948150634766,92.7110749334306,91.46196278865938,91.54945284952733,117092000,AAPL,90.21432647705078,88.97445907592774,90.60184974577864,89.24898926590039,70.4365215244859,2.640468949408529,2.3295488404062725,87.02801094055175,2.834443255428634,92.69689745140901,81.35912442969449,4.0267791748046875
2020-07-09,93.07803344726562,93.62724735467383,92.02819721331936,93.57378326638127,125642800,AAPL,91.13292999267578,89.53218002319336,91.42724431294097,89.9451791170577,71.03284491471189,2.787419774678881,2.421123027260794,87.39460220336915,3.119710460248944,93.63402312386704,81.15518128287125,4.593017578125
2020-07-10,93.24085235595703,93.29918153632202,92.05979213580613,92.67219290740687,90257200,AAPL,92.08409729003907,89.99002380371094,92.03178032727966,90.54439243322122,73.25403966713424,2.8837751230948356,2.5136534464276026,87.97516975402831,3.070405022624271,94.11597979927686,81.83435970877977,4.755836486816406
2020-07-13,92.81071472167969,97.16315436612251,92.59685836455567,94.54828649886589,191649200,AAPL,92.47583923339843,90.67727355957031,92.29142512541301,90.95645103112275,67.55039706772179,2.8920906973462337,2.589340896611329,88.49899291992188,2.9486399556581278,94.39627283123814,82.60171300860561,1.958709716796875
2020-07-14,94.34659576416016,94.53857406439258,91.25541584676947,92.19102638698895,170989200,AAPL,93.23113555908203,91.32005310058594,92.9764820049954,91.5728409825841,66.87419071367468,2.9881678748938043,2.6691062922678244,89.0486988067627,2.9634562539979608,94.97561131475862,83.12178629876678,3.7764816284179688
2020-07-15,94.99544525146484,96.47541947180446,93.79493939627933,96.22511199118148,153198000,AAPL,93.69432830810547,91.95432739257812,93.64946975381855,92.19513266783514,75.48766811643318,3.0811488947529,2.7515148127648397,89.52039489746093,3.1255554756825736,95.77150584882608,83.26928394609578,2.3159637451171875
2020-07-16,93.8265380859375,94.68438876337166,93.22628512469839,93.86542173959128,110577600,AAPL,93.84402923583984,92.48847961425781,93.70849253119154,92.49175183476284,67.5533884641298,3.025638308563373,2.8063395119245467,89.939599609375,3.1120426206750027,96.163684850725,83.71551436802498,0.748504638671875
2020-07-17,93.63697814941406,94.43407445102358,93.16309153453818,94.27854726393537,92186800,AAPL,93.92325439453126,93.00367584228516,93.68465440393238,92.69997480106305,81.61676330572989,2.9325453095348024,2.8315806714465976,90.34762382507324,3.0299643552899447,96.40755253565314,84.28769511449335,0.39612579345703125
2020-07-20,95.61028289794922,95.74880452196625,93.37938613595313,93.72447392303613,90318000,AAPL,94.48316802978516,93.4795036315918,94.32653056860467,93.22912172776961,81.60576700271952,2.9836045032327547,2.8619854378038294,90.87873764038086,2.971455799737705,96.82164923985627,84.93582604090545,2.7995681762695312
2020-07-21,94.29068756103516,96.47784268487361,94.04038010462556,96.40250793502297,103433200,AAPL,94.47198638916015,93.8515609741211,94.31458289941483,93.42213369745426,72.1036089203658,2.8843400896156908,2.866456368166202,91.23269157409668,2.933018411550236,97.09872839719715,85.3666547509962,-0.055908203125
2020-07-22,94.55558776855469,95.23846569726479,93.90430327124304,93.9917859277632,89001600,AAPL,94.38401489257812,94.0391716003418,94.39491785579479,93.62821625583615,73.61951679762971,2.79483049334047,2.8521311932010556,91.50681533813477,2.9764366153284976,97.45968856879176,85.55394210747778,-0.43985748291015625
